start	end	text
428120	429120	Well, that was suitably chaotic.
429120	430120	You know, it's 4 o'clock.
430120	431120	It's going to get dark here in a couple of hours.
431120	432120	And already, you know, there have been 15 minutes
432120	433120	of chat, chat, chat on the beach.
433120	434120	They need to work hard, get moving.
434120	435120	But, yeah.
435120	436120	It's so nice to meet you.
436120	437120	Thank you.
437120	438120	Thank you.
438120	439120	Thank you.
439120	440120	Thank you.
440120	441120	Thank you.
441120	442120	Thank you.
442120	443120	But, yeah.
443120	444120	There's nothing I can do.
444120	446120	These are things they're going to find out.
446120	450120	It's time for me and the crew to leave.
450120	453120	We won't be back till the end of the experiment.
453120	454120	Oh!
454120	456120	I am peeing!
456120	457120	I'm peeing!
457120	458120	I'm peeing!
458120	459120	I'm peeing!
459120	460120	Oh!
460120	461120	I still need to pee.
461120	464120	I don't know if I want to pee through my trousers.
464120	465120	Oh, boy.
465120	466120	I don't know.
466120	467120	Drop them.
467120	469120	The women's home for the next six weeks
469120	472120	is this remote, uninhabited beach.
472120	477580	Pacific Island. To make sure they have a fighting chance of survival, I've ensured
477580	483040	there is enough water, indigenous animals and vegetation to keep them alive. But
483040	488440	only if they have the ingenuity to find it, catch it and kill it. I've dropped the
488440	493060	group in the most inhospitable part of the island. There's unforgiving jungle and
493060	498620	deadly creatures all around. Now just two hours before sunset, the group need to
498620	506180	move away as quickly as they can. Are you still weeing, Jade? I'm weeing. I need to find that peaceful moment where I can actually weee.
506180	512020	The thing is I'm weeing. And then I push more and I'm weeing more. I think it's because I've held it in for so long.
512020	519620	Guys, it's really dense up here so we need to get moving. We're just gonna try and take all the kit up this slope basically.
519620	524620	Bring it up because I think the tide's coming in and then try and find some way to fucking sleep.
524620	526620	Can you take this camera of course?
526620	528620	All of the women will be filming.
528620	533620	But four of the group are trained and experienced camera operators.
533620	537620	They'll be living under exactly the same conditions as everyone else.
537620	541620	Please, could you just push me at my back? No, it's my weight. I can't get it up.
541620	544620	Here. Wait. That's it. That's what I needed.
544620	549620	The women have no food and just one day's supply of drinking water.
551620	554620	We need a decent place to sleep tonight because it's nearly dark.
554620	557620	We're not gonna have it here. We actually need to go. We really do.
558620	560620	All right, who wants to carve the way?
560620	568620	To stand any chance of surviving, they've been provided with three knives, three machetes and some basic fishing equipment.
568620	572620	Anybody that's using a knife, just tell us. Don't whack it out.
574620	577620	Guys, are we going right or straight?
577620	579620	Guys, should we get together and have a chat?
579620	580620	Well, let's ask her.
580620	582620	Shall we come up? There's a clearing.
582620	587620	With little daylight left, the group's priority must be to find a safe place to camp and quickly.
588620	591620	We can't just come off a boat and stay in the same place.
591620	593620	100%. 100%.
593620	597620	Do you want to lead the way? Make a decision. You lead the way.
597620	600620	Anywhere you think looks the clearest, we'll follow you.
600620	606620	I'm not going that way, right? It's more dense and the light is through over here, so I want to go over here.
606620	609620	Guys, be really careful when you come in on this trail.
609620	611620	I'm still going up.
611620	613620	Keep going. Keep going.
613620	615620	Need to get the fuck out.
615620	616620	What?
616620	617620	Oh!
617620	618620	Stay still. We've got dinner.
618620	619620	Oh, my God.
619620	620620	What is it?
620620	621620	Snake.
623620	624620	It's right near me.
624620	626620	A huge fucking snake came towards me.
626620	627620	It's fine.
627620	629620	I think what you need to do...
629620	630620	Fucking hell.
630620	632620	Right, it's going up the tree, girls.
632620	634620	Shall I just chop its head off?
634620	636620	It came right at me.
636620	638620	What? What, its head?
638620	640620	And it came straight towards me.
640620	642620	And then we stood on it.
642620	644620	That's why I ran away.
644620	646620	Oh, fuck.
647620	649620	I'm going to fucking die on this island.
649620	652620	You're not going to die. You are not going to die.
652620	654620	It came right towards me like that.
654620	657620	Just breathe slowly and walk up to me now.
657620	659620	How am I going to sleep in this island?
659620	660620	Come on. What's her name?
660620	661620	Jamie.
661620	662620	Jamie, come to me.
662620	663620	Oh, my God.
663620	664620	Just come to me.
664620	665620	Right, I'll come to you.
668620	670620	To be honest, I'm frightened of everything.
670620	675620	Bogs and snakes and crocodiles and sharks.
675620	679620	But I really, really want to overcome the fear.
681620	685620	Materialistic things really shouldn't matter.
685620	689620	But, unfortunately, they do matter a lot to me.
689620	692620	I can't imagine what it's going to be like
692620	695620	going back to complete and utter basics.
695620	699620	It might change me into a new woman completely.
699620	700620	I have no idea.
700620	702620	Oh, I was on an island for two minutes
702620	704620	and a snake attacked me. Fuck me.
704620	706620	I don't want a snake coming towards me.
706620	708620	Take a deep breath, please.
708620	709620	OK.
709620	710620	Just in.
710620	711620	Just stand still.
711620	712620	And breathe in.
712620	713620	Right.
713620	714620	And breathe out.
714620	715620	It's not going to get you.
715620	717620	It looks like it's bloody coming.
717620	720620	It's bloody not. Stop fucking looking for it.
720620	724620	So, basically, the whole place is crawling with snakes.
724620	725620	Go on. Move on.
727620	728620	Keep moving.
728620	730620	I want to get out of here.
730620	733620	When you're pushing through dense jungle into the unknown,
733620	735620	everything is a potential threat.
735620	737620	You've got caiman crocodiles, you've got snakes,
737620	738620	you've got wild pigs,
738620	742620	all of which are most likely to attack when they're surprised.
742620	743620	You let your guard down,
743620	747620	the wild is going to bite you on the backside hard.
747620	749620	I feel like everything's crawling on me.
749620	750620	It's not.
750620	752620	You've got to try and just take your mind away
752620	754620	and just pretend you're walking through some lovely area
754620	757620	of a botanical garden.
757620	759620	Oh, shit, there's a yucca.
759620	760620	Oh, wow.
760620	761620	Right in front of us.
761620	762620	Look.
762620	764620	Look.
764620	766620	We've got a yucca.
766620	769620	Guys, we need to get our priorities straight.
769620	770620	It's an early win.
770620	774620	They've identified a valuable source of carbohydrate.
774620	776620	We're getting too excited about yucca.
776620	779620	I'm actually quite concerned about sleeping not yucca.
781620	782620	This is nuts.
782620	784620	I didn't know places like this existed.
785620	787620	Oh, my hair.
787620	788620	It's caught on fire.
788620	789620	I hear more spikes.
789620	791620	Guys, there's spikes on this that you can't even see.
791620	793620	We're getting denser.
793620	795620	Is everybody happy to continue through this?
795620	797620	Well, um...
797620	800620	I think we need to think about how much sunlight we have left.
800620	802620	If I have to, I'll walk through the dark
802620	805620	because I am not sleeping here because of that snake.
805620	806620	I'm with you on that one.
806620	807620	I don't know what else is here.
807620	809620	With light running out fast,
809620	813620	the women are no closer to finding a beach to set up camp.
813620	817620	Guys, where we just stopped, where there is quite a big open space,
817620	819620	this might be a good place to just base.
819620	820620	Let's do it.
820620	821620	Right.
823620	826620	I really, really do feel like I want to get out of this area
826620	830620	because I feel like we've made absolutely zero progress.
830620	832620	Let's get out of here.
832620	836620	It's really making me quite anxious and stressing me out.
836620	840620	14 British women have been abandoned on a remote Pacific island
840620	844620	with nothing but the closest stand-up in and a few basic tools.
844620	846620	Sorry, tree.
848620	850620	What I want to find out is,
850620	854620	has all of this cushioning that civilisation has experienced,
854620	858620	has it made us totally lose touch with that survival instinct
858620	860620	that I believe is deep within us all?
860620	862620	OK.
862620	864620	With night closing in,
864620	867620	the women have decided to abandon their search for a beach
867620	869620	and set up camp in the jungle,
869620	872620	taking their chances with the deadly critters.
872620	873620	Strength is the key.
873620	875620	Strength isn't an outward thing.
875620	876620	It's an inner thing.
876620	877620	It's an inner quality.
877620	879620	And whether you're a man or a woman, you can have that.
879620	882620	It's about how you react to the hardship.
893620	898620	Ring, ring, go away, come again
898620	900620	When we get off there sailing
900620	902620	Just got changed and now it's raining.
902620	903620	Oh, yeah?
903620	905620	I've only got me normal pants.
905620	907620	If the women are to survive,
907620	911620	they'll need to live through six weeks of the tropical storm season.
913620	914620	At its worst,
914620	919620	the torrential rain can dump up to an inch of water in an hour.
919620	922620	My current knickers and trousers are wet through,
922620	925620	so I feel like I've wet myself a bit.
925620	927620	I've been wearing a shitty nappy.
927620	932620	I have dry socks, though, which are in my bra.
932620	934620	Keeping it even drier.
934620	936620	Yeah, that's a good idea.
936620	940620	Without shelter, the only protection the women have from the elements
940620	942620	is their raincoats and ponchos.
942620	944620	It's absolutely hideous.
944620	946620	It's going to get dark soon.
946620	950620	And that will mean that there's no heat at all.
950620	953620	So we will go to bed cold and damp,
953620	956620	and we'll have to sleep on a cold and damp jungle floor.
956620	963620	I've got my fucking hands in my hairdresser.
963620	966620	And, like, I can't afford this.
972620	976620	Do you want to see the water coming out of my socks on film?
976620	978620	Don't worry.
978620	982620	7pm, and the women are determined to get a fire started.
982620	985620	If you can find another tree with some of that, great.
985620	987620	But that will burn very, very quickly.
987620	989620	It's cold and it's horrible.
989620	991620	I'm trying to actually not even think about it.
991620	992620	That's what I'm trying to do at the moment,
992620	995620	just focus on what's going on and not focus about the dark.
995620	999620	Because if we don't get a fire and we sit down, awful.
999620	1001620	After just two days' survival training,
1001620	1005620	Becky, Georgina and their team have made a bow and drill.
1005620	1009620	And we move this really slow and low, Becky.
1009620	1011620	I like it long and I like it slow.
1013620	1015620	Spinning one piece at a time.
1015620	1018620	One piece of wood against another should create enough friction
1018620	1020620	to produce a burning ember.
1020620	1022620	Honestly, who'd be a bloody caveman?
1027620	1029620	We've done it once, we'll do it again.
1029620	1031620	We can do this, girls. We can do it.
1033620	1035620	We're all so desperate to make fire
1035620	1038620	and the conditions are just so wet.
1038620	1041620	I just have a feeling we're going to stay up all night
1041620	1043620	and try and make fire.
1043620	1044620	Any smoke?
1045620	1048620	How long do you think the girls have been at it now?
1048620	1052620	Three hours, maybe more than three hours.
1052620	1054620	These women I'm with are amazing.
1054620	1058620	I've gone from absolutely terrified
1058620	1063620	to sheer thrill and enjoyment.
1063620	1065620	Oh, there's tons of smoke.
1065620	1067620	It's like a frigging wigwam.
1067620	1069620	Keep going.
1069620	1071620	I don't think I can hold it much longer.
1071620	1072620	Ah!
1075620	1076620	Bloody good ember.
1076620	1078620	We're going for it.
1078620	1080620	Maybe it's going too far on that one.
1082620	1083620	Yes.
1085620	1086620	You're very nearly there.
1086620	1087620	Here we go!
1087620	1088620	Oh, my God!
1088620	1089620	Wow!
1089620	1090620	Do it again, just a little bit more.
1090620	1091620	Oh, my God!
1091620	1092620	Oh, my God!
1099620	1101620	Us women just like to do this by persistence,
1101620	1103620	persistence, persistence.
1103620	1104620	Yeah.
1104620	1107620	Becky and her team's determination has paid off.
1107620	1108620	Not even a little fire.
1108620	1110620	A fucking giant one.
1110620	1112620	After just five hours of trying,
1112620	1115620	these women have achieved what took mankind
1115620	1117620	hundreds of thousands of years.
1117620	1120620	Guys, how are we actually feeling about the fire?
1124620	1126620	But almost more importantly, what it does for the women
1126620	1129620	is going to give them a sense that they're gaining control
1129620	1131620	of their environment.
1131620	1133620	Is everyone stripping off?
1133620	1135620	She's got my dress stuck in my knickers.
1137620	1139620	I don't want to sound too cocky too early.
1139620	1140620	No, I don't think we should.
1140620	1141620	I don't think we should at all.
1141620	1144620	But right now, this is...
1144620	1145620	We're winning.
1150620	1152620	Oh!
1152620	1154620	Jesus, Jesus, Jesus.
1154620	1157620	Fucking fuck me!
1157620	1159620	What the fuck is that?
1159620	1160620	What is it?
1160620	1161620	Please tell me that's not a spider.
1161620	1162620	What is it?
1162620	1163620	It's that big crab over there.
1163620	1164620	Can you see it, Jo?
1164620	1167620	Oh, my God, there's no way I can sleep here.
1167620	1170620	Fucking hell!
1170620	1172620	We're not staying here tomorrow.
1172620	1174620	We're all going together, and we're going that way,
1174620	1176620	and we're not going to stop until we find a flaming beach.
1176620	1177620	Oh, no.
1177620	1179620	Lady's got crabs.
1188620	1190620	The women have had a restless first night
1190620	1192620	on the damp jungle floor.
1192620	1194620	I tried to have some sleep,
1194620	1196620	but the noises in the night
1196620	1198620	and the crabs that were creeping up on us,
1198620	1199620	I just couldn't...
1199620	1202620	I just sat up all the time with the torch,
1202620	1204620	the head torch, like that.
1204620	1206620	I did. I woke everybody up with my fart.
1206620	1210620	You did about five or six big, loud ones.
1210620	1212620	Yeah, well, no, no, no, they weren't loud.
1212620	1213620	Oh, no.
1213620	1215620	You just decided to sleep at our party.
1215620	1216620	Walk me up.
1218620	1219620	This is that...
1219620	1221620	It's a yucca,
1221620	1223620	and it's a bit like a potato.
1223620	1226620	Despite lack of sleep, Julie's playing mum
1226620	1229620	and has rustled up a little breakfast.
1229620	1232620	I'm very excited. We've got our first foods.
1232620	1234620	Oh, hang on.
1234620	1236620	Oh, my God.
1236620	1238620	Not as nice as normal food.
1238620	1241620	When we're actually starving, it'll be absolutely amazing.
1241620	1243620	The group may have found food.
1243620	1244620	Add to the collection.
1244620	1246620	What's that?
1246620	1248620	Oh, it's swollen.
1248620	1251620	But during the night, it's the women themselves
1251620	1253620	that are featured on the island menu.
1253620	1255620	Look at my back.
1258620	1260620	I've got, like, a full face of spots,
1260620	1262620	and I can't even, like, wipe my eyes,
1262620	1263620	because my hands are dirty.
1263620	1264620	Look at my nails.
1266620	1268620	Basically, I cannot be dealing with this.
1270620	1274620	One side of me is like, I want to do this, I love nature,
1274620	1275620	I am one with nature,
1275620	1277620	and the other side of me is just like, look at my fucking face.
1277620	1278620	Are you kidding me?
1278620	1280620	You know, what the fuck, right?
1280620	1282620	You always look gorgeous when you're young.
1282620	1283620	You do.
1283620	1284620	Don't be.
1284620	1285620	I think so.
1285620	1286620	No.
1286620	1287620	We're all young.
1287620	1288620	Do you know what?
1288620	1289620	Your boobs are better than mine.
1289620	1290620	Well, mine are false.
1293620	1295620	The urgent priority for the group
1295620	1297620	is to find a safe place to camp,
1297620	1299620	away from the jungle creatures
1299620	1301620	and near a sustainable water source.
1303620	1305620	There's only going to be, what, like, 20 litres of water,
1305620	1308620	and that's not lasting us 14 people for very long.
1312620	1315620	As nice as this camp is, we want to...
1315620	1317620	I am trying to be nice.
1317620	1319620	Go and find the beach.
1319620	1321620	So, one group's going to go look,
1321620	1323620	and one group's going to stay here.
1323620	1324620	Who's in the go group?
1324620	1325620	Can I come?
1325620	1326620	Yeah.
1326620	1327620	Have you got your whistles?
1327620	1328620	Yes, we've whistled us.
1328620	1329620	Hold on a minute.
1329620	1333620	You think that you can walk right round this island in the water?
1333620	1334620	We don't know.
1334620	1335620	I don't know.
1335620	1336620	It's trial and error, isn't it?
1336620	1337620	I don't think so.
1337620	1340620	I think this decision has been made a little too quickly,
1340620	1342620	and I just think we need to plan.
1342620	1343620	Why don't we just stay here
1343620	1345620	for another few hours thinking about it?
1345620	1347620	Or we could go.
1347620	1348620	Are you not coming now?
1348620	1349620	Yeah, I am.
1349620	1350620	Off your butt, then.
1350620	1351620	We're off.
1355620	1357620	I've done the children.
1357620	1358620	I've been mum.
1358620	1359620	I've done my business.
1359620	1363620	I'm at this age now where I need to do something for me.
1363620	1366620	For me, when I was younger, I did want to do certain things,
1366620	1368620	but I never had actually either the balls or the friends
1368620	1369620	to do it with me,
1369620	1371620	and I didn't have enough balls to do it on my own.
1371620	1374620	And now I want to see if I can cope.
1377620	1380620	So do you see if we go to the end of that bit there
1380620	1382620	and see what's around the corner?
1382620	1384620	I wish I had water with me.
1384620	1386620	With nothing to carry it in,
1386620	1389620	Abi and Fran's group set off with no water.
1389620	1391620	I'm really hoping to find a beach,
1391620	1392620	because last night was not good.
1392620	1394620	Because last night was not fun.
1394620	1399620	My body does not like this at all.
1399620	1403620	I hope there's paradise beyond these rocks.
1403620	1407620	Finding a good camp is a key priority.
1407620	1410620	They'll need a base with vital resources close at hand,
1410620	1412620	the sea for food,
1412620	1414620	the materials to build a shelter,
1414620	1416620	and a plentiful water source.
1416620	1419620	Let that be a beach, please.
1419620	1421620	Oh, my God, it's grim.
1422620	1424620	I have a feeling when the tide is high,
1424620	1425620	that disappears.
1425620	1426620	What, the whole of that?
1426620	1427620	I agree.
1427620	1429620	And that's a mangrove there.
1429620	1430620	Yeah.
1430620	1432620	This whole thing's been futile round this side, then.
1432620	1433620	This is shit.
1433620	1435620	What do you want to do?
1435620	1436620	I need to have a drink.
1436620	1440620	So we have a good trek to get back to drink town.
1444620	1446620	I'm, like, shattered.
1446620	1449620	We can't let this island take its toll on us on the second day.
1449620	1451620	It's hot. We don't have water.
1452620	1456620	Just even trekking is a risk right now.
1456620	1458620	The women have left themselves exposed
1458620	1461620	in oppressive 30-degree heat with nothing to drink.
1461620	1463620	I'm sick.
1463620	1465620	I'm going to have to sit down in a minute.
1465620	1466620	I'm going to collapse.
1466620	1469620	It's a long way back to their temporary camp.
1472620	1475620	Guys, we've had a fall.
1475620	1477620	Oh, fuck.
1477620	1479620	OK, don't panic.
1479620	1481620	Shit, no, don't. Are you all right?
1482620	1484620	Oh, shit, no, wait.
1484620	1485620	Sit forward. Sit forward.
1485620	1487620	You've got to sit forward.
1487620	1489620	OK, here we go.
1489620	1491620	Put your head down low. Low, low, low, low, low.
1491620	1492620	Don't let your head burn.
1492620	1493620	I'm so sorry. I know.
1493620	1495620	Would you stop apologising?
1498620	1500620	In temperatures like this,
1500620	1502620	the women have got to drink a lot,
1502620	1505620	between two and four litres of water a day.
1505620	1507620	If they don't, they're finished.
1507620	1509620	Come on, friend.
1509620	1512620	Let's do a little walk.
1514620	1517620	My parents were Iranian, like, very protective,
1517620	1521620	and I have literally lived such a sheltered life.
1521620	1524620	All of the decisions in my life have been made for me.
1524620	1527620	All they ever see is just study and get married.
1528620	1531620	I want to prove that I can be independent,
1531620	1536620	that I can survive and that I can make decisions for myself.
1536620	1538620	Yeah, go back, get a drink.
1538620	1540620	That's it. I just feel like I'm on a bomb.
1545620	1548620	I actually just thought we'd find some idyllic beach within 24 hours,
1548620	1551620	but actually, the reality is we're actually only something like,
1551620	1556620	oh, God, a few hundred metres away from where we jumped out the stupid boat.
1556620	1558620	So, right now, I feel a bit of a failure.
1560620	1563620	I can't believe we can't get out of here.
1563620	1567620	The whole notion of surviving on a tropical island may sound idyllic,
1567620	1572620	but the reality behind the picture postcard fantasy is brutal.
1572620	1574620	It may look like paradise,
1574620	1579620	but trying to survive on an island like that really can be hell on earth.
1582620	1585620	I've been trying to keep these tears in all along.
1585620	1588620	Stop it, Jade. Just try and stop.
1588620	1591620	Just try and stop, cos it'll make you feel worse by crying.
1594620	1596620	That's my friend.
1597620	1600620	It's not great, I'm not gonna lie.
1600620	1602620	Day three on the island.
1602620	1606620	The women have been forced to spend another night of misery in the jungle
1606620	1610620	after failing to find a safe place to camp with a water source.
1610620	1612620	Everybody just needs to find that bloody beach,
1612620	1614620	cos I'm not staying here again tonight.
1614620	1615620	No way.
1618620	1621620	Stop with the tears, because it isn't going to do anything.
1621620	1623620	It's not going to change anything.
1623620	1626620	I think Jade's really struggling with just getting used to...
1626620	1629620	..like, island life, as we all are.
1629620	1632620	I know that sounds really harsh, and I'm not being a bastard,
1632620	1633620	I'm trying not to be, but...
1633620	1635620	No, it's the truth, yeah.
1635620	1637620	I sometimes, with my children, have to just say,
1637620	1640620	''Shut up.'' Do you know what I mean? To pull them round.
1640620	1642620	Can't you channel your anger through somewhere else?
1642620	1644620	Yeah, I'm angry with Bear Grylls.
1644620	1646620	Go with that thought. Yes.
1646620	1648620	Just go with that thought.
1648620	1651620	Yeah, I'm really angry with Bear Grylls.
1657620	1660620	More desperate than ever to get out of the jungle,
1660620	1664620	the women are sending out another search party to find a beach camp.
1664620	1668620	Can we form a circle or something, so we can have a chat?
1668620	1673620	But before they leave, Jade has an announcement to make.
1673620	1676620	I am not prepared for something like this.
1676620	1679620	I'm really, really glad that I've come here,
1679620	1682620	but I don't want to continue.
1682620	1684620	That's perfectly fair.
1684620	1685620	What is it that's tipped you over the edge,
1685620	1688620	that you just can't cope with any more?
1688620	1692620	Everything's wet, even my socks are wet, my shoes are wet.
1692620	1694620	I've got bites all over my hand on my face,
1694620	1696620	and, yeah, they go in, and they might not look as bad.
1696620	1698620	Did you not think that was always going to happen, though,
1698620	1700620	that we were going to get bitten and we were going to get wet?
1700620	1703620	You're wet and you're cold and you're this and you'll go back...
1703620	1705620	And I'm ill. I'm unwell. And you'll have food.
1705620	1707620	I'm unwell. I've been bitten to shit, I'm unwell,
1707620	1710620	and my health comes first, and...
1710620	1712620	If we found the beach today,
1712620	1714620	and if we did find the glorious beach
1714620	1715620	that there is,
1715620	1717620	then things could be so different.
1717620	1719620	I don't know what to say.
1719620	1721620	I know I can see.
1721620	1724620	I don't want to, yeah, and that's all honesty.
1724620	1726620	Put my hands up, you know.
1726620	1729620	Put my shriveled, hanging nail,
1729620	1731620	bitten hands up.
1732620	1734620	Jade, I'm really enjoying the experience,
1734620	1737620	but I don't like that I've been bitten on my face.
1737620	1739620	I look like shit. I'm just looking at myself,
1739620	1741620	and I look like shit.
1741620	1743620	I'm just kind of a bit over it,
1743620	1744620	and it's like, you know, if you don't want to be here,
1744620	1747620	you don't want to be on the edge, fuck off.
1747620	1749620	Unable to persuade Jade to stay...
1749620	1751620	Foxtrot to Bravo.
1751620	1754620	..the women have no choice but to use their emergency sat phone
1754620	1757620	to request her evacuation from the island.
1757620	1761620	I know this is total bitching, but I'm just going to be honest.
1761620	1767620	She comes across really unintelligent.
1767620	1772620	She is not intelligent enough to actually realise
1772620	1773620	what she was getting herself into.
1773620	1775620	Coming on the island.
1775620	1779620	Bye, love. I can't get up. I've got nothing on my feet.
1779620	1782620	After less than 48 hours on the island,
1782620	1785620	hairdresser Jade is making her way to meet the boat
1785620	1788620	that will take her back to civilisation.
1788620	1791620	What's the point of me waxing my bikini?
1791620	1793620	I haven't even shown my legs yet.
1796620	1798620	The truth is, for the women on this island,
1798620	1800620	every single one of them will have a low point.
1800620	1802620	It is just a nature of survival.
1804620	1807620	No! No!
1807620	1810620	This is all about seeing who, in those moments,
1810620	1812620	who rises and who crumbles.
1815620	1818620	Right, everyone take a whistle. Thank you.
1818620	1821620	The women urgently need to get their search for a camp under way
1821620	1824620	and find a permanent water source.
1824620	1827620	Their original supply of drinking water has run out.
1827620	1830620	All they have now is one muddy puddle.
1830620	1832620	We've gone that way.
1833620	1836620	The one direction we haven't gone is that way.
1836620	1838620	Yeah, that's where we are, thank you.
1838620	1841620	This time, 58-year-old Forrester's daughter Fee
1841620	1844620	will lead the expedition party's hunt for a beach.
1844620	1847620	I'm used to being in forests,
1847620	1849620	and I'm not going to be really happy
1849620	1851620	if people start telling me I'm going the wrong way.
1851620	1856620	The most important thing is that we go, and we go in a straight line.
1856620	1859620	Seven women volunteer to join Fee on the trek,
1859620	1861620	including furniture maker Kate.
