start	end	text
309180	310920	and I'll do my bit, definitely,
310920	312920	but I'd love to do a bit more hunting.
312920	317320	And, you know, it's that man against beast thing
317320	318160	that I really enjoy.
318240	323240	Yeah, this is not dangerous.
328200	330360	With around 30 liters of water
330360	333380	and up to 50 kilos of firewood to collect,
333380	335660	the men have a grueling morning ahead of them.
336580	339260	This wood is ridiculous.
340260	341100	Go on, man.
341100	341940	Look at this.
341940	342760	Go on, man.
342760	343600	Go on.
345760	346580	Let's roll.
346580	347420	Yay!
348240	349080	Yeah!
349080	349900	Yeah!
354400	356700	Against the express wishes of the group,
356700	359960	Sam has decided to spend the morning bird trapping
359960	361280	instead of chopping wood.
366020	367120	It's quite exciting.
368180	369920	So I'm under a little hide.
370920	373760	Not the best hide in the world, but a hide.
373760	375460	And I've got this little cord here.
375460	380460	And hopefully, the vulture's going to come down,
380460	383420	grab the meat, and I'll pull this rope,
383420	385420	and we'll be in business.
385420	387420	Let's just wait and see.
387420	393420	I work on foreign news stories.
393420	395420	The problem with news is you always go to
395420	397420	some of the nastiest places in the world.
397420	400420	I have been shot at.
400420	402420	I've had a near kidnapping.
402420	404620	But I try to avoid those sort of things as best I can.
404620	408580	I'm aware that I'm incredibly privileged.
408580	410580	You know, I haven't met the queen,
410580	412580	but I have had an amazing opportunity
412580	414580	to meet people from every different sphere of life.
414580	418580	I would hope that I'm not prejudiced.
418580	423580	I do have opinions, but I've got a bit of grace to me.
423580	425540	Dad, I'm hiding for a vulture.
434540	435980	And you're slightly spoiling it.
436580	437580	Where are you?
437580	438580	I'm hiding here.
438580	439580	Ready for a vulture.
440580	443700	Oh, for fuck's sake.
443700	444820	The whole point of the morning meeting
444820	448460	is to get distinct tasks.
448460	449880	If he's got a task,
449880	452860	he needs to complete the task before any passing.
452860	453080	Phe皇 night.
453080	453580	Now...
453580	455340	or it moves on to something else.
455340	456980	Softly, softly is not working anymore,
456980	459780	so we just need to be a bit more firm with people, I think.
461380	463260	Sam, we need you to stick to our tasks,
463260	464700	otherwise we're not gonna get shit done.
464700	466460	It's like nearly 11 o'clock and you haven't done any.
466460	467300	Good to do.
467300	468140	I'm heading there now,
468140	470180	and it's raining coconut for the doom trap as well.
470180	471700	But you're not doing traps, we're doing traps.
471700	472940	You're not doing traps, are you?
472940	475100	You just concentrate on what you're supposed to be doing.
475100	478580	If you've got a task, stick to it, complete it, finish it.
478580	479420	Right.
479420	480260	Good.
480260	484540	I don't know, I don't know.
484540	486060	Bloke Talk's a good, nice, posh game,
486060	488100	but failing to deliver in my book,
488100	491860	and an island where manual graft is king.
491860	494100	We all have to work and sweat.
494100	495700	Oops, now I ain't done jack shit.
501620	503740	Shall I drop this in then, me old brute?
503740	506340	Sam's reluctance to fall in with the others
506340	509020	is starting to affect his reputation in the group.
510260	513020	Do you know, I've given up trying to second-guess Sam Farmer.
513020	516340	He's his own man, he sort of exists in another world.
516340	518260	He's an airhead, isn't he, and he's...
518260	520340	Oh, yes, oh, yeah, er...
520340	521180	Vultures.
521180	523780	Exactly, he must get a bird trap.
523780	527140	And I think everyone feels the bird traps are a waste of time.
530340	532340	There's a bit of selfishness there.
532340	533500	I don't, I think...
533500	535140	But I don't think it means to be selfish,
535140	536940	I just think that's the way it's been brought on.
536940	538780	For me, and this is my opinion,
538780	541740	if that is something that Sam wants to do,
541740	543500	he'll work fucking hard for it.
543500	545100	Agreed. Yeah, yeah, yeah.
545100	547940	I just think he's had his arse wiped for him for the most of his life.
547940	551300	And as a result, he doesn't realise
551300	554540	when he's possibly not mucking in as much as he could do
554540	555820	with others.
557340	559380	A lot of the guys here are kind of like,
559380	563420	I do hard graft, I come from this place, I don't come from that...
563420	565460	And they're a posh voice,
565460	567740	and the fact that they went to Eton,
567740	568580	I think some guys here...
568780	574300	just don't relate to him very well as the men continue to physically decline
574300	578740	the group is becoming fractured and it's as if they're judging each other not
578740	583940	only on their ability to contribute and find food but also in class prejudices
583940	592420	and that's coming to the fore an hour before nightfall a tropical storm hits
592420	600220	the island it's gonna rain it's coming in guys it's gonna rain when it rains it
600220	609280	rains faster it's hard the men have just minutes to secure the camp before it's
609280	611780	washed away
611780	616540	how's the fire Sam need some dry kindling
617540	621740	desperately need to protect the firewood
622420	640920	it's amazing because it's pouring of rain and under those trees it sort of
640920	646780	feels quite dark inside kind of panic don't stop don't stop and you come out
646780	651300	here onto the beach there's an incredible sunset over there and it's
651300	652300	just glistening on the water
652420	656920	the sun's just glistening on the water and it just feels really quite peaceful
656920	661060	actually really quite peaceful moment split some bamboo and we can make a
661060	667060	drain pipe to carry it down to the beach heavens absolutely opened enough to
667060	674800	wash out the entire camp all hands to the deck there are certain times when
674800	679420	some people need to pull their finger out and start working
679420	681420	Oh
682420	688420	I have had some monster fucking bogeys off this island bogeys monsters yeah that
688420	692380	must be one of the biggest bogeys I've ever had in my life eat it no calories
692380	697300	you dirty bastard I mean you're quite welcome to it fella if you want it I'm
697300	703180	absolutely fine thanks Vic I'm not that hungry yet mate very tasty after last night's
703180	708420	vicious storm the men's shelter is in urgent need of repair
708420	710420	I feel like a shire horse
710420	711420	I feel like a shire horse
712420	717800	I see that might work yeah that one never changes peers Dan and Sam Farmer
717800	721860	have been assigned the job of weaving new palms for the roof that's looks
721860	726100	pretty good that's not right it's not you're bending in the wrong way to start
726100	731260	with but Sam's struggling
733660	741160	I'm working now yes sir I don't know abandon my duty but I'm I'm actually
741160	742420	really crap at this weaving I don't want to abandon my duty but I'm actually really crap at this weaving
742420	746680	no one's good at it everyone shitters each other I can't actually get to work
746680	750560	though I spent 45 minutes pat it and I'm obviously doing something wrong you need
750560	753760	a lot more determination Sam just crack on with it just stay with it I've got to
753760	756660	pay to my strengths and one of my strengths isn't plastic
756660	760200	better fucking stick with it
760520	768420	we need to sort it out demand the fuck up anyone fishing now it's too rough
768420	770420	Sam Farmer is...
770420	772420	Sam Farmer is...
772420	778320	shirking some of the harder tasks and it's been noticed by a lot of members of
778320	780600	the group
782300	786500	I think some people in this group were working harder than others I don't want
786500	792620	to point any fingers but Sam I do have a bit of an issue with Sam Farmer at the
792620	797340	minute yeah he's getting under my skin just seems to potter about the place as
797340	802280	if he's looking for his butler sensing the group is starting to turn
802420	809560	against him Sam decides to approach one of his critics I hate tension and when
809560	813820	you can feel that someone's not quite at ease with you I think it's worth
813820	816420	nipping things in the bud early
816420	818420	Sam can I have a quick word?
818420	821420	I feel that you're a bit frustrated with me and I don't want to make a big deal out of it
821420	823420	a little bit man I am
823420	825420	can we talk about it later? I'm busy
825420	826420	actually...
826420	830300	Sam let's talk about it later okay? I'm working well there'll be plenty of time okay?
830300	832300	I'd rather talk it out now because it's in the air
832420	834420	and quite a few people mention it to me
834420	836420	Sam not now okay?
836420	840420	not now please let me finish this later on when we're having some food
840420	841420	five minutes?
841420	845420	no let me get this tree down and maybe okay?
845420	847420	not highly successful
849420	851420	never mind he's not happy
853420	858420	people are having a bit of a go at Sam Farmer and I'm finding it a bit mean really
858420	861420	Sam works really really hard but he works really hard on his own
862420	867420	and a lot of the things he wants to do he's getting a bit sidetracked in that regard
874420	878420	determined to stop the rift between Sam and the group getting any worse
878420	881420	Will takes him aside for a chat
882420	885420	I definitely think I'm putting my weight
885420	889420	but I think it could be perceived that you're doing the things that you want to do
889420	891420	I honestly don't mind what I do
891420	893420	and I know that I can see that
893420	896420	but if you're doing it on your own and no one's noticing
896420	899420	it doesn't get any kudos at all
899420	901420	how bad is the gossip you think?
901420	903420	quite bad
903420	905420	if I'm honest everyone's
907420	910420	it's yeah I mean that's why we're having this conversation
913420	915420	thanks Will thanks very much
917420	919420	the last few days have been quite frustrating
919420	921420	quite a bit of gunning down
921420	924420	I gossip you know what's Sam up to or what's he doing
924420	927420	and it's really hard it's really frustrating
927420	933420	because I really believe I genuinely believe that I'm working as hard as anyone else
933420	937420	and I'm giving my all and I'm putting my back into this
943420	947420	wanting to explain himself to the group Sam calls a meeting
947420	950420	I've actually found the last three weeks quite hard
950420	954420	I found the physical exhaustion that comes with a lack of food
954420	958420	really hard really really really hard
958420	961420	and I wanted to say thank you really first of all
961420	965420	to all you guys for being so amazing
965420	968420	and also for bearing with me
968420	972420	I haven't sort of almost been myself actually as much as I wanted to be myself
976420	979420	back in the big smoke I dare say that bloke's king of the hill
979420	982420	no two ways about it how he talks walks and conducts himself
982420	985420	a great mind's fantastic but we don't need great minds here
985420	988420	we're cavemen we need to sweat blood and guts
988420	992420	and if you're not then it stands out like a blind cobbler's thumb don't it
994420	996420	determined to prove his worth to the others
996420	1000420	Sam has decided to resurrect the group's old fishing nets
1000420	1002420	we have not put one fish in the net yet
1002420	1006420	if we can get these nets out I feel that the sea is our larder
1006420	1010420	but having failed with a net several times already
1010420	1013420	the others aren't convinced by Sam's latest idea
1015420	1019420	these fucking nets waste more energy than anything else
1019420	1023420	the amount of calories and energy people have expended with no return
1023420	1025420	is unbelievable
1026420	1028420	I mean it's just nuts
1033420	1035420	with heavy weights and floats to get into position
1037420	1041420	Sam's enlisted the help of Barney to set the nets
1041420	1043420	Barney I'm smacked here
1043420	1044420	fuck
1046420	1048420	because there are a lot of rocks around here
1049420	1052420	dragging heavy fishing nets out to sea fighting the currents
1052420	1055420	is going to burn through hundreds and hundreds of calories
1057420	1059420	with so little energy in their body
1059420	1062420	for them it's going to probably feel like swimming through treacle
1063420	1064420	ok ready
1064420	1065420	one two three
1066420	1067260	go
1070420	1072420	gosh that was exhausting
1072420	1074420	exhausting
1075420	1077420	after treading water for over an hour
1077420	1080420	Sam and Barney can finally head back to dry land
1085420	1086420	how you going lads
1086420	1087420	where you got chaps
1087420	1089420	absolutely knackered
1090420	1092420	it was absolutely just shattering
1092420	1094420	we really really need to have
1094420	1096420	five minutes or ten minutes of rest
1096420	1106520	lie down do I've got some fish for you there he is the islands top fisherman
1106520	1111240	Vic is returning to camp after another successful outing with his line and pole
1111240	1121200	oh god damn boys about three in a puffer I have oh my god you hear it born and
1121200	1126840	bread kid man's a hero back right here champ is that okay with you sir yeah
1126840	1134160	lovely it's leaving there cuz the kaboom that's what we're having yeah can I take
1134160	1139740	these horrible fish off my exceptionally good fishing pole yes to come on that
1139740	1145980	thank you oh dear me nice feeling I have to know you're gonna actually feel some
1145980	1150540	food in your belly I was the old Nescau tiger
1151200	1159240	there's not a great deal to go round of the four fish Vic caught one is a
1159240	1163960	poisonous puffer fish leaving only three to share for lunch between eleven
1163960	1177580	ravenous men it's not gonna feed the 5,000 Sam is convinced his nets are the
1177580	1180240	group's best chance of breaking the famine
1180240	1181140	but it's not the end of the world
1181140	1181180	but it's not the end of the world
1181180	1187500	he can't man them alone I actually came out here to grab Barney for the net
1187500	1191740	there's wood to be got and it's not fair to leave two or three lads doing it
1191740	1197580	but I thought it was a 20-minute job what made you think that have you done a
1197580	1202960	full day on wood yet no that's why you think it's 20 minute job I know I think
1202960	1207340	you've done I think you have rolled them nets up out there and just go for a swim
1207340	1211160	every day listen this is what happened right when we get back we forgot about all these fish
1211180	1211760	surfs and we forgot about all these fish
1211760	1216240	institutional charges all this talk about thethey hate us and all this shit
1216240	1221340	people say to me what do you do and I'll say every day I sweat it as hard as I
1221340	1224640	could and I was just helpful as I could and they'll say Sam what are you doing
1224640	1229160	said it was a nightmare I had to swim every day for some fish
1229160	1235080	that were never thereمن't not clean never there my heart bleeds for you sound
1235080	1240280	yeah mine to bleeds you wait till we get the Teng sting-ray no palate you'll be
1240280	1241020	passion the other fur flies Moira ederim Turkey ship South Divide done it goes to estud mosque from I'll inhale air and sold undergraduate beat and you brains down years old!
1241180	1244060	Down south will work every inch of blood out of us.
1244100	1246620	I thought you were joking. And you'll smile when you do it.
1246660	1248260	There you go. Yeah, go for it, Sam.
1248300	1250100	Finish that baby off. I'll film you, you do it.
1250140	1251140	Yeah, I'd love to.
1254380	1255940	Man's not got a day's graft in him.
1255980	1258660	Not a fricking day's graft in him.
1258700	1260820	I shouldn't be hard on the bloke, because if you've never done it,
1260860	1264620	if you've had your ass wiped all your life, then so be it, you have.
1264660	1265980	Yeah.
1266020	1270060	I think Vic has made a judgement about me that, you know,
1270060	1271540	life's been incredibly easy.
1271580	1273900	And life has been easy in one sense.
1273940	1276380	I've had, you know, an incredible upbringing.
1276420	1280460	I've no embarrassment about the background I've come from
1280500	1284420	or the family I have or the school I went to
1284460	1287700	or the places I've been.
1287740	1289340	They are a huge blessing.
1296620	1298580	Oh, yeah. That's disgusting.
1300060	1302980	After just a few mouthfuls of fish for lunch,
1303020	1306100	tonight's dinner is looking even more bleak.
1306140	1307820	Limpets.
1307860	1310140	There is probably 15 each, you'll be pleased to know.
1312300	1314340	You can all fucking eat your 15 as well.
1316220	1318380	That's fucking horrible.
1318420	1321740	We're eating barely enough to survive.
1321780	1323820	We really need a haul of something,
1323860	1327580	a big catch to come in or an animal to catch.
1327620	1329620	It's so sapping here.
1329620	1332540	And I'm not quite sure how long we can struggle on for
1332580	1333860	without a decent feed.
1336380	1338540	Not too much pressure, but if you don't get any food,
1338580	1340660	we're fucked, yeah, boys? So, yeah, thanks.
1342540	1347340	Now released from wood duty, Sam sets off to check his nets.
1347380	1349180	I'm feeling positive.
1349220	1353820	Despite the group's hostility, Sam's convinced his nets will work.
1353860	1356380	I refuse pessimism to seep in.
1356420	1357460	Absolute refusal.
1357500	1359380	Optimism it is, then. Optimism it is.
1359620	1367900	Sam knows that a big fish haul can mean not only salvation for the group,
1367940	1370380	but would also restore his reputation.
1373460	1375740	It's quite a long way out, isn't it? Yeah, it is.
1389620	1391620	Argh!
1395020	1396100	Nothing.
1397540	1399620	Oh, it's just what I want to hear.
1401940	1404380	It's just so depressing.
1404420	1405740	It's done so much work.
1405780	1407740	Oh...
1407780	1409100	Very predictable.
1409140	1413060	It's a waste of energy, time, fuel, everything.
1413100	1416140	Stop fannying around and start doing something worthwhile.
1418620	1419460	Morning!
1419460	1424660	And what a beautiful marina it is.
1424660	1428800	After a month on the island, the exhausted men are doing their best to share the most
1428800	1430700	arduous daily chores between them.
1430700	1436980	If you keep walking to the kitchen, you're going to find the water, it's almost there.
1436980	1443500	But yesterday, Sam angered the group by prioritising his fishing nets over firewood.
1443500	1450580	Sam checked nets, which brought absolutely diddly squads, I'm afraid to say, a big fat
1450580	1451580	nothing.
1451580	1454860	So there's a bit of tension between the rest of us.
1454860	1457860	Pretty good.
1457860	1462260	OK, let's start off the day.
1462260	1464260	Who's doing what this war is?
1464260	1465740	Yeah, I'm doing fishing net.
1465740	1467740	I know it's a bit selfish.
1467740	1469880	No, just get stuck into wood.
1469880	1471880	Don't make it a token effort.
1471880	1472880	Get stuck into wood.
1472880	1473380	We need wood.
1473500	1474500	Lots of it.
1474500	1476500	The nets aren't delivering jack shit.
1476500	1480500	We're pissing in the wind with them.
1480500	1487620	I do feel put upon, actually, a little bit this morning, just by the comments.
1487620	1488700	It's just maddening.
1488700	1493180	It's absolutely maddening to be criticised and to be put down.
1493180	1494180	It's really, really hard.
1494180	1495180	And I had to be biting my tongue.
1495180	1496180	Let's make a bow, actually.
1496180	1497180	Do you want to talk to them?
1497180	1502880	Yeah, I might have a chat with them.
1502880	1509880	After days of criticism, Sam is determined to get to the bottom of Vic's hostility.
1509880	1510880	Vic?
1510880	1511880	Yeah?
1511880	1512880	Do you trust me?
1512880	1513880	I would never trust a stranger.
1513880	1514880	Am I a stranger?
1514880	1515880	At first, you were.
1515880	1516880	OK.
1516880	1521880	It's taken me longer to get used to you than it has any of the other guys, because they
1521880	1522880	sound a little bit like me.
1522880	1527880	You're the first person I've ever met that actually speaks like this.
1527880	1530880	Am I suffering your prejudice because of a bad experience?
1530880	1531880	From where I come from?
1531880	1532880	From where I come from?
1532880	1533880	Yeah.
1533880	1535880	We vote one, three, four years on a government, yeah?
1535880	1536880	Yeah.
1536880	1538880	And the person we vote for speaks like you.
1538880	1542880	And we put every last vestige of trust in that person.
1542880	1545880	And then you dick us every single time.
1545880	1550880	I have more respect for a man who will break through my front door and steal my telly when
1550880	1555880	I'm on holiday than I do that man that tells me on, that does this and don't point because
1555880	1559880	it's rude and emphasises with his hands, and he's got a great speaking voice and Boris
1559880	1560880	and all that sort of shit.
1560880	1565880	I have no respect whatsoever because they are thieving, lying, clever people with affluence
1565880	1568880	and money and a good voice and a fantastic education.
1568880	1571880	Vic, you're basically saying you're all the same.
1571880	1572880	That's what you're basically saying.
1572880	1577880	But yes, which is perhaps lack of education, lack of understanding, lack of experience.
1577880	1580880	Which is because I'm trapped in a working class life.
1580880	1584880	People with power and influence, they just abuse the little man every time.
1584880	1586880	Do you assume I do have power and influence?
1586880	1588880	I mean, it's little old me.
1588880	1590880	It's little old me.
1590880	1594880	But it's difficult to get rid of all them years of listening to people with accent
1594880	1598880	and class, tell you one thing and do a totally different thing because then you don't trust
1598880	1599880	them at all.
1599880	1601880	So unfortunately, I don't trust you.
1601880	1602880	Yeah.
1604880	1605880	Interesting.
1611880	1612880	It was hard to hear.
1612880	1614880	I hate conflict.
1614880	1617880	I have a choice, either just to try and ignore it.
1617880	1625880	Or I can try and embrace it and show him that actually I'm very different from those
1625880	1628880	that have put him down in the past.
1628880	1633880	And my hope is that he will see me by the end of this experiment.
1633880	1636880	He will see me as a person who's on his side.
1637880	1642880	For centuries, you know, the British have been totally class driven, almost class obsessed.
1642880	1647880	And it's like a pathological disorder where people get fixated on what they're doing.
1647880	1650880	Where they feel they stand in that pecking order.
1650880	1652880	Are they lower, middle or upper classes?
1652880	1657880	But if the men are going to survive here, they've got to put aside those prejudices
1657880	1658880	and work as a team.
1664880	1665880	Right, people.
1665880	1667880	The fishing wheel will go.
1667880	1668880	I'm away, boys.
1668880	1670880	Catch some supper.
1670880	1672880	Let's have some fish.
1672880	1674880	We can all have a decent meal.
1675880	1676880	With nothing to eat in camp.
1676880	1680880	The starving men have decided to use their last reserves of energy
1680880	1684880	on one big concerted effort to find food.
1684880	1686880	Jesus Christ.
1686880	1688880	Oh, fuck, yes.
1688880	1689880	Get him.
1689880	1690880	Get him.
1690880	1691880	Got him, got him, got him.
1694880	1695880	Fuck.
1695880	1696880	OK.
1696880	1698880	Oh, his tail snapped off.
1698880	1700880	Didn't a bloody snake do that?
1703880	1705880	Despite opposition from the rest of the group,
1705880	1708880	Sam has decided to persevere with his nets.
1710880	1712880	You just have to keep trying, keep trying, keep trying.
1712880	1715880	Sometimes you fail, and sometimes you're successful.
1719880	1721880	We have a first victim down there.
1721880	1723880	Oh, you say then?
1723880	1724880	Being the top fish catcher.
1724880	1725880	Pressure's on.
1725880	1727880	Yeah, the pressure is on.
1727880	1731880	But I also think the mark of a man is in rising to pressure.
1731880	1733880	We still haven't got anything, anything,
1733880	1737880	anything, anything.
1737880	1740880	Desperately, desperately need food.
1740880	1746880	After five exhausting hours, the men have found nothing for dinner.
1746880	1748880	Jesus Christ, look at the fucking...
1748880	1751880	You bastard!
1751880	1754880	Took the hook and the lot.
1754880	1755880	That's bad.
1755880	1756880	Fuck all.
1756880	1761880	Even the island's top fisherman, Vic, has had to admit defeat.
1761880	1762880	Son of a bitch.
1762880	1764880	I'm gutted.
1764880	1767880	I really wanted to bring in a nice haul for guys tonight to eat,
1767880	1769880	do you know what I mean?
1769880	1770880	Fuck!
1773880	1776880	Exhausted, starving hungry and despondent,
1776880	1778880	the men gather back in camp.
1778880	1780880	So what's the plan, guys?
1780880	1782880	Try not to slash my wrist.
1782880	1785880	Without a single scrap of food to show for a day's hunting,
1785880	1787880	the group are out of options.
1789880	1791880	Save one unlikely potential saviour.
1793880	1796880	What would you feel about all of us getting the net in today?
1798880	1801880	Let's say after this meeting, we all troop down there.
1801880	1803880	I mean, I'm being a bit hopeful.
1803880	1804880	How do we empty the nets?
1804880	1805880	You've got to bring them in.
1805880	1806880	Going to have to pull them in.
1806880	1809880	Ooh, fuck it, I'll fight.
1809880	1811880	I think it'd be quite good if we could pull together
1811880	1813880	and get these things done.
1813880	1814880	Yeah, fuck it, count me in.
1814880	1815880	Two crack on?
1815880	1816880	Fair enough.
1819880	1820880	Yes, I'll come in the water and pull a net, yeah?
1820880	1821880	Brilliant. Brilliant.
1821880	1822880	Sounds good to me.
1822880	1823880	Yeah. Yeah?
1823880	1824880	Sounds good.
1824880	1825880	Ready to go?
1825880	1826880	Go.
1828880	1829880	Come on, boys.
1829880	1830880	Bring home the bacon.
1830880	1831880	Bring home the fish.
1831880	1833880	That's some fishies.
1833880	1838880	In desperation, the men agree to give Sam's nets a final chance.
1838880	1840880	If you don't give up, I'll give him that blessing.
1840880	1843880	But they are now making a dangerous gamble
1843880	1845880	with their last reserves of energy.
1848880	1850880	Please be fishing this net.
1850880	1852880	OK, are you ready?
1852880	1853880	Ready, ready.
1853880	1854880	One, two...
1863880	1865880	Yes!
1867880	1868880	Nowhere!
1869880	1872880	There's a lot of whooping coming from those nets, people.
1876880	1877880	Where do you go, lads?
1877880	1878880	Fuck me.
1878880	1879880	Hooray!
1880880	1882680	How many do you think you've got, Sam?
1882680	1883680	I don't know.
1883680	1885680	Jesus Christ.
1885680	1890680	That's the first one, boys.
1890680	1891680	Oh, yeah.
1891680	1892680	Yeah?
1892680	1894680	Oh, there's the second one, boys.
1894680	1898680	And the third, fourth, fifth, sixth, seventh.
1898680	1899680	Oh, God.
1899680	1900680	I'm telling you.
1900680	1902680	Look at them coming out.
1902680	1903680	Yeah!
1903680	1904680	Woo!
1904680	1905680	Ah!
1905680	1906680	Look at them!
1906680	1908680	Come on!
1908680	1909680	Come on!
1909680	1910680	Come on!
1910680	1911680	Woo!
1911680	1912680	Woo!
1912680	1913680	Woo!
1913680	1914680	Yeah!
1914680	1915680	Yeah!
1915680	1916680	Come on!
1916680	1917680	Yeah!
1917680	1918680	Yeah!
1918680	1919680	Yeah!
1919680	1920680	Yeah!
1920680	1921680	Yeah!
1921680	1922680	Yeah!
1922680	1923680	Yeah!
1923680	1924680	Yeah!
1924680	1925680	Yeah!
1925680	1926680	Come on!
1926680	1927680	Yeah!
1927680	1930680	Fucking awesome, man.
1930680	1931680	Well done, man.
1931680	1932680	Well done.
1932680	1933680	Well done, fella.
1933680	1934680	Well done.
1934680	1935680	Well done, mate.
1935680	1938680	Fucking excellent.
1938680	1939680	I have a new family.
1939680	1940680	I respect.
1940680	1941680	I really do.
1941680	1942680	That is brilliant.
1942680	1943680	That was the hardest thing I've done in a long time.
1943680	1944680	Fuck!
1944680	1945680	A big fishy hook for the old man and the fish.
1945680	1946680	Get in there, boys.
1946680	1947680	Get in there.
1947680	1948680	Thank you, Vic.
1948680	1949680	Thank you.
1949680	1950680	Very kind.
1950680	1951680	Finally, the net's come good.
1951680	1952680	And that's all Sam Farmer's doing.
1952680	1953680	He's been working tirelessly to get that.
1953680	1954680	I think that Sam's going to be kind of accepted as more a part of the team now.
1954680	1955680	Shit, love.
1955680	1956680	Shit.
1956680	1957680	That looks heavy.
1957680	1958680	Yeah.
1958680	1959680	Yeah.
1959680	1960680	Yeah.
1960680	1961680	Yeah.
1961680	1962680	Yeah.
1962680	1963680	Yeah.
1963680	1964680	Yeah.
1964680	1965680	Yeah.
1965680	1966680	Yeah.
1966680	1967680	Yeah.
1967680	1968680	Yeah.
1968680	1969680	Yeah.
1969680	1970680	That looks heavy.
1970680	1971680	Okay, guys.
1971680	1972680	The first fish.
1972680	1973680	Yes.
1974680	1975680	Second.
1975680	1976680	Hello.
1976680	1977680	Good size.
1977680	1978680	Third.
1978680	1979680	Second.
1979680	1980680	All I wanted was just a fish.
1980680	1981680	One fish.
1981680	1983680	How many fishes have we got?
1983680	1984680	Twenty-one!
1984680	1985680	Gentlemen of the net.
1985680	1986680	Well done, guys.
1986680	1987680	Twenty-one little fishies.
1987680	1988680	Oh, yeah.
1988680	1989680	Oh, yeah.
1989680	1990680	Oh, yeah.
1990680	1991680	Oh, yeah.
1991680	1992680	Oh, yeah.
1992680	1993680	Oh, yeah.
1993680	1994680	Oh, yeah.
1994680	1995680	Oh, yeah.
1995680	1996680	Oh, yeah.
1996680	1997680	Oh, yeah.
1997680	1998680	Oh, yeah.
1998680	2007520	remark
2009740	2011680	Dishes for the dishes.
2011680	2012680	Dinner is ready, boy.
2012680	2013680	Nice.
2013680	2014680	It just goes to show you, the reality is, in a survival situation, it's the ultimate
2014680	2015680	systematic leveler, there's only one class that matters, survival class.
