start	end	text
512640	513880	This is so hard.
515320	517360	No-one knows what the right decision is.
518380	519500	It's so thirsty.
521620	524400	I've never been so dehydrated in all my life.
524680	526560	I'm thinking about drinking seawater.
527360	529360	I know you can't, but I'm not...
529360	533940	The women scavenge the area and strike lucky.
534260	535180	We found coconut!
535800	536420	Oh, my God!
538320	540460	It's just enough to keep them going.
540560	542760	Come on, let's go, let's go. Let's do it.
543180	546660	As they head back into the jungle to try and find the others once more.
553160	556700	At camp, the damp conditions are proving problematic.
557460	558620	I really...
558620	559340	I was, of course, trying to say,
559360	560060	let's start another fire.
560680	562320	It's finding the dry stuff.
562440	564660	There's no sun. We can't see the sky.
564840	566480	Oh, but look at your little hands.
566900	568180	My hands. I'm like...
568180	568540	Can you see?
568900	569540	Like, look.
569680	571520	It's just from the wetness.
571640	572480	They're going to crack.
572780	574520	I'm in agony.
575920	578960	I've achieved everything I wanted to in my profession.
579500	581620	I'm really happy with where I've got to,
581740	584240	but I think my job is starting to define me,
584680	585740	and I don't want that.
585740	588220	I want to find out who I am again.
588220	590580	I think I have a need for adventure.
591820	596380	I just feel so driven to do something completely different.
599460	600600	It's crazy.
601320	602720	I can't let it get in my head.
603200	604460	You can't let it get in your head.
604640	604860	No.
605020	606360	It's important to be positive.
606780	607140	Right.
607360	609060	It will work out. It will.
609180	612620	We're about to work out how to make a great shelter today.
615260	617580	Unable to make fire without dry wood,
617580	620340	a shelter will protect the women from the elements
620340	622860	while they wait for the others to come back for them.
623480	625060	Push it down. Push that down.
625620	627780	No. No, this, the top one. Push that down.
628520	630320	I'll tell you what, there really is strength in numbers.
630700	633800	You really feel that there's so much more work
633800	635000	and so much more pressure on you
635000	636560	when there's just a small amount of you.
637760	639940	Oh, shit. That's it. There we go.
640280	642880	Now, with just five of us, it feels pretty lonely, actually.
643760	644940	Half an hour later,
645200	647180	and the shape of a shelter is almost complete.
647180	648180	It looks pretty good.
648180	651180	Oh, for fuck's sake.
657180	660180	Positivity, positivity, positivity.
664180	668180	The expedition party left what they've nicknamed Coconut Beach
668180	670180	nearly two hours ago,
670180	672180	and they are trekking into the thick of the jungle,
672180	674180	trying to find a camp.
674180	676180	No, we're going back on ourselves. We need to go that way.
676180	677080	There's the other coast beach.
678080	682080	With the afternoon temperature rising to over 30 degrees...
682080	684080	I'm so thirsty.
685080	688080	..their need for water is more critical than ever.
689080	692080	My biggest motivation is to get to the others.
695080	697080	Convinced they're close to camp,
697080	700080	Georgie and Lauren go ahead to recce their surroundings.
700080	702080	We're just looking.
702080	703080	They're not going anywhere.
703080	704080	We're going back to where we are.
704080	706080	We're back to where we are.
706580	708080	No fucking way.
708080	709080	Can't be.
709080	710080	We are?
710080	712080	No, we can't be.
712080	714080	We haven't done one massive se...
714080	715080	Yeah.
715080	716080	Really?
720080	724080	The expedition party have spent all day in the searing heat,
724080	727080	only to find they've walked in one big circle,
727080	729080	back to Coconut Beach.
729080	732360	in one big circle, back to Coconut Beach.
734840	736200	Guys, do you want to come down?
736280	737280	OK.
738040	741600	Without a GPS or visual landmarks to guide us,
741680	744520	human beings are naturally prone to walk in circles,
744600	747480	even when we're convinced we're going in a straight line.
747560	751520	Put dehydration into the mix, which slows down brain function
751600	754120	and the women find themselves in crisis.
755120	757960	OK, so there's some bad, bad news.
757960	759400	We're back where we were.
759480	762920	If the women don't find a proper water source soon,
763000	765000	their time on the island will end.
765080	767480	Bad news is we fucked up and we've just done a massive circle
767560	769680	and we've wasted a load of energy for nothing.
769760	771760	How the fuck did that happen?
771840	772960	All too easily.
773040	774200	We're in the jungle.
774280	776640	Got no fucking reference point.
776720	779120	And we're tired and dehydrated.
779200	782320	I vote we bed in for the night.
782400	783840	I think I'm going to cry, George.
783920	785240	I think I'm going to cry, don't you?
785320	787680	This is absolutely fucking ludicrous.
787680	790800	Physically, I don't know, people have got holes in their feet.
790880	791960	I have now.
792040	793400	We can't sustain this.
793480	796160	Oh, my God, what are we going to do back at the camp?
798280	802160	Four days ago, I abandoned a group of ordinary British women
802240	804960	on a remote, uninhabited Pacific island.
805040	807480	After separating over 24 hours ago,
807560	811720	the expedition party are desperately trying to get back to camp.
811800	813880	But disorientated by the jungle,
813960	816160	they remain in the north of the island.
817680	822720	The women left waiting at camp have no fire to purify water
822800	825400	and are also worryingly dehydrated.
828960	835400	We've been drinking water from a roof by wild animals.
836920	839600	Mum of two, Julie, has been down at the rocks
839680	841720	washing the women's muddy underwear.
841800	845600	There's only five of us here at the moment.
845680	846920	The other group have got lost.
846920	848680	We've no idea where they are.
848760	854440	A couple of our groupers are just moaning all the time.
854520	857960	I mean, for God's sake, it's supposed to be survival.
858040	860240	It's not supposed to be a holiday.
860320	863120	You know what I mean? We knew it was going to be tough.
863200	866040	Facing a second night isolated from the others...
866120	868000	What the fuck?
868080	870320	..the claustrophobic jungle environment
870400	872720	is testing the women's mental strength.
872800	875920	But it's been very difficult to stay positive.
876000	876880	I don't feel we've got anything.
876960	877960	I don't have anything to look forward to.
878040	880320	I just feel like we've been dumped.
880400	882240	Can I say something positive?
882320	883920	No, fuck off.
884000	886360	I don't feel too bad, you know?
886440	889800	And I just think it can only get better.
889880	894280	To be fair, Julie, you really haven't gone on any expeditions to get anything.
894360	897960	You've kind of conserved the energy by staying in camp the most of the time.
898040	901000	You are good at talking the talk, let's do this, let's do that,
901080	903600	but actually actively doing it is a different story.
903680	905760	Maybe that's why you're feeling so good.
905840	906720	I appreciate it.
906960	911080	Everybody is really fucking pissed off.
911160	913720	All I said was a bit of positivity.
913800	917320	I've spent fucking hours rearranging wet knickers
917400	918680	and washing all around this camp.
918760	919880	I don't want you to do that, Julie!
919960	922520	And squeezing it out and hanging it up for you.
922600	924560	I've been biting my tongue all the time.
924640	926240	You don't want me to do it?
926320	929440	Personally, I feel that constantly wringing out people's knickers
929520	931880	that aren't even here in other clothes is futile.
931960	936040	The group dynamics of these five people is not working.
936120	936840	Yeah.
936880	937960	It's not productive.
938040	940760	And I'm sat here thinking, I am stuck with this.
940840	945760	But we collected it at night as well, Julie, but you just walked with us.
945840	947880	How the fuck do you keep a fire going then?
947960	949120	You're not listening to me, are you?
949200	950800	Do you know what? I'm not, you're right.
950880	954040	What I'm saying is, we should collect wood and...
954120	955640	So, I'm doing the selfie now,
955720	957760	because you really need to know how I'm feeling.
964880	966680	It's really hard.
966840	969000	I just can't get enough of the photoshoots.
992800	994320	We can't eat.
994400	996240	Because we have no fire.
996840	1001060	I don't know where everyone else is, the other group have gone missing and I'm really worried
1001060	1017580	about them, but I'm just questioning how on earth are we expected to survive in this?
1017580	1023000	On Coconut Beach in the north of the island, the expedition party remain out of water and
1023000	1027880	have decided to stay the night.
1027880	1030120	They're building a makeshift shelter.
1030120	1035820	We've basically spent two days walking for four and a half hours, that's nine hours in
1035820	1040120	total we've spent walking around this bloody island trying to get back to where we started.
1040120	1041120	Everybody's very dehydrated.
1041120	1047320	We've not had actual water for two days, it's just, it's ridiculous.
1047320	1048320	It's absolutely ridiculous.
1048320	1050320	And then the other side would go like that?
1050320	1051320	Yeah, brilliant.
1051320	1052320	And then the other side would go like that?
1052320	1052820	Yeah, brilliant.
1053000	1058380	After spotting a storm on the horizon, the women scavenge the beach for containers to
1058380	1061380	collect rainwater, their only hope of rehydrating.
1061380	1066380	We're going to have to support the bottles and this polystyrene thing so that they're
1066380	1067380	upright and they don't spill.
1067380	1074660	And we may have to keep it behind the slug so that the tide doesn't wash it out.
1074660	1077140	Finding fresh water is so important.
1077140	1082800	That combination of very oppressive 30 degree heat plus the humidity, you know, over 90%
1082800	1085180	of the time, it can easily mean the women get through a litre of water an hour.
1085180	1086180	That is a lot.
1086180	1087180	Unless they find water, I reckon the women only have one more day.
1087180	1088180	As night draws in, the women abandoned at camp are attempting to light a new fire to
1088180	1089180	purify their muddy rainwater.
1089180	1090180	Remember, all we're doing now is trying to make a hole.
1090180	1091180	It's out, it's out.
1091180	1092180	Oh, fuck's sake.
1092180	1093180	It's out.
1093180	1094180	It's out.
1094180	1095180	It's out.
1095180	1096180	It's out.
1096180	1097180	It's out.
1097180	1098180	It's out.
1098180	1099180	It's out.
1099180	1100180	It's out.
1100180	1101180	It's out.
1101180	1102180	It's out.
1102180	1103180	It's out.
1103180	1104180	It's out.
1104180	1105180	It's out.
1105180	1106180	It's out.
1106180	1107180	It's out.
1107180	1108180	It's out.
1108180	1109180	It's out.
1109180	1110180	It's out.
1110180	1111180	It's out.
1111180	1112180	It's out.
1112180	1113180	It's out.
1113180	1114180	It's out.
1114180	1115180	It's out.
1115180	1116180	It's out.
1116180	1117180	It's out.
1117180	1118180	It's out.
1118180	1119180	It's out.
1119180	1120180	It's out.
1120180	1121180	It's out.
1121180	1122180	It's out.
1122180	1123180	It's out.
1123180	1124180	It's out.
1124180	1125180	It's out.
1125180	1126180	It's out.
1126180	1127180	It's out.
1127180	1128180	It's out.
1128180	1129180	It's out.
1129180	1130180	It's out.
1130180	1131180	It's out.
1131180	1132180	It's out.
1132180	1133180	It's out.
1133180	1134180	It's out.
1134180	1135180	It's out.
1135180	1136180	It's out.
1136180	1137180	It's out.
1137180	1138180	It's out.
1138180	1139180	It's out.
1139180	1141780	All day, Julie's been at me, non-stop.
1141820	1144660	I've come on this experience to try new things,
1144700	1146340	to push my comfort zones.
1146380	1147780	Hello?
1149860	1151380	Guys?
1151420	1153140	Can someone shine their light over here?
1153180	1155140	Cos I swear I'm hearing noises.
1155180	1157340	Please, it's like a...
1157380	1159220	Is someone moving?
1159260	1161820	It's coming close to me, please!
1161860	1163220	It's Julie!
1163260	1165020	Oh, fuck my life.
1165060	1167220	Oh, shit.
1167220	1170540	On Coconut Beach, the storm is still in the distance,
1170580	1173420	and the dehydrated women are pinning all their hopes
1173460	1176140	on their makeshift containers collecting rain.
1176180	1179020	I've never actually wanted water so much in my life.
1179060	1181660	Check this lightning out behind me.
1181700	1183700	Yes!
1184820	1186820	It's so cool.
1186860	1190180	I don't know if you can actually see the line of lightning.
1190220	1191980	Look, I feel like a weather girl.
1192020	1195020	I'm not sure if you can actually see the line of lightning.
1195060	1197100	I'm not sure if you can actually see the line of lightning.
1197100	1199100	I'm not sure if you can actually see the line of lightning.
1199140	1201100	And here we have...
1201140	1203100	a big, fuck-off, shiny storm.
1205140	1208140	And to the north, we have a storm.
1208180	1211140	And just there, we've got a bolt of lightning.
1214140	1217140	And I imagine around here, in just a moment,
1217180	1219140	we're going to have a bolt of lightning.
1221220	1223220	And I imagine just about there,
1223260	1225220	we're going to have a bolt of lightning.
1225260	1226500	To the right.
1226500	1228500	It's from cloud to cloud.
1234180	1238420	In a moment, we're going to have a strong north-easterly bolt of lightning.
1238460	1240460	Right there.
1243340	1246100	Hang on, we're having a few technical difficulties.
1246140	1248140	Thank you, Bob.
1248180	1251260	11pm. With the storm still a way off,
1251300	1255540	the women bed down for a long night under their makeshift shelter.
1256500	1258380	I can see the rain on this side.
1260420	1262740	All lights off.
1262780	1264580	Nighty night.
1267140	1269260	Bloody hell, have you farted in my face again?
1269300	1271140	Sorry, I did.
1281660	1286180	It's 5.30am and the storm has finally hit the island.
1286180	1289380	The women are hoping their containers are full of rainwater.
1290960	1293860	We've just had the most uncomfortable sleep of our lives.
1294260	1295040	It's just a nightmare.
1295600	1297780	I just hope we can get some water in as soon.
1301300	1303840	Can I just share something with you, everybody?
1304660	1306980	Really bad news, we have no water
1306980	1309160	because the tide has washed our bottles away.
1309800	1310320	Nothing.
1310660	1310940	Fuck.
1311220	1311560	Fuck.
1311680	1312860	Oh, fuck.
1313580	1314980	I feel like I could cry right now.
1314980	1316900	I seriously think I could cry.
1317820	1319040	I think I need a little shit.
1320260	1323740	After almost 48 hours with hardly anything to drink,
1324120	1326540	the women sourced just a handful of coconuts.
1328060	1329980	Oh, my God, this one's cold!
1330240	1330800	Ah!
1332580	1335700	But with only enough liquid to have a few sips each,
1336020	1338160	one woman is finding it all too much.
1339200	1340220	You all right, Kate?
1340820	1341620	Just struggling.
1344980	1346900	I'm really struggling, guys.
1346900	1348460	Come on, come on, come on.
1348460	1349460	Give some love.
1349460	1351460	I'm really, really missing my girl.
1354580	1358420	I've decided to do this because, having been made redundant four times,
1358420	1363380	it left me feeling worthless and a burden on everybody.
1363940	1366460	And I wanted to set myself a challenge
1366460	1368620	and do something that was extremely difficult,
1368620	1371740	but that I had to do, and that I can't walk away from it.
1371740	1374820	I have more confidence in myself.
1374980	1377020	I make my children proud of me.
1377020	1378620	I make my husband, Chris, proud of me.
1380620	1382700	I just feel like I've bitten off more than I can chew.
1382700	1383740	No, not at all.
1383740	1385500	I'm with God, you are doing brilliant.
1385500	1386740	You are doing absolutely brilliant,
1386740	1388740	and they're going to be so proud of you.
1388740	1389740	I know.
1389740	1391740	I just want to speak to Chris.
1391740	1392340	I know.
1392340	1394540	And have him say, keep going.
1394540	1396340	You can't do everything through your kids and your husband.
1396340	1397300	You have to have some me time.
1397300	1399540	But I like doing everything through them.
1399540	1400540	OK, well, that's cool.
1401660	1404220	I think initially, when people get marooned,
1404220	1404860	it's all about the fun.
1404860	1406660	The physical, the fact that they're tired,
1406660	1408660	and they're hungry, and they're hurting.
1408660	1411300	But after a while, people become accustomed to that.
1411300	1414380	But then the battle becomes something much more meaningful.
1414380	1416620	Actually, the fact that you're missing your loved ones.
1416620	1419500	And those battles can be much harder.
1422180	1424340	I'm so thirsty.
1424340	1429780	I haven't managed to find any water.
1429780	1431500	I'm so thirsty.
1431500	1432500	Look at that.
1434860	1441780	The good news for the women is that in tropical storm season,
1441780	1445540	the weather can change in an instant.
1445540	1449540	Guys, guys, bring your pots.
1449540	1451460	It's running like a bloody tap.
1451460	1454340	The return of the rain proves to be their salvation.
1454340	1455340	Yes.
1455340	1456340	Woo-hoo.
1456340	1457340	Yes.
1457340	1458340	First in the jungle.
1458340	1459340	Ah.
1459340	1462340	Watch my mouth, they think.
1462340	1463340	Oh, my god.
1463340	1464340	Oh, my god.
1464340	1465340	This is amazing.
1465340	1466340	Wow.
1466340	1467340	Cheers.
1467340	1468340	Cheers.
1468340	1469340	Oh, my god.
1469340	1470340	That is just the best feeling.
1470340	1471340	Yeah, baby.
1471340	1472340	From the most miserable situation to the most joyous situation.
1472340	1473340	Yeah, see?
1473340	1474340	We go up, we go down, we go up, we go down.
1474340	1492620	We were right through the floor down, and now we're elated.
1492620	1493620	Rehydrated.
1493620	1494620	Time to dive.
1494620	1495620	And with bottles full of water.
1495620	1496620	And we came down this one.
1496620	1497620	The expedition party set off.
1497620	1498620	Confident they'll finally rescue the others.
1498620	1499620	Okay, so we're on the right track.
1499620	1500620	In the jungle.
1500620	1501620	The mighty jungle.
1501620	1502620	The lion sneaks tonight.
1502620	1503620	Go.
1503620	1504620	A-wimboing.
1504620	1505620	A-wimboing.
1505620	1506620	A-wimboing.
1506620	1507620	A-wimboing.
1507620	1508620	A-wimboing.
1508620	1509620	A-wimboing.
1509620	1510620	A-wimboing.
1510620	1511620	A-wimboing.
1511620	1512620	A-wimboing.
1512620	1513620	A-wimboing.
1513620	1514620	A-wimboing.
1514620	1515620	A-wimboing.
1515620	1516620	A-wimboing.
1516620	1517620	A-wimboing.
1517620	1518620	A-wimboing.
1518620	1519620	A-wimboing.
1519620	1520620	A-wimboing.
1520620	1521620	A-wimboing.
1521620	1522620	A-wimboing.
1522620	1523620	A-wimboing.
1531040	1534860	It's the women's fifth day on the island.
1534860	1539620	And the two groups have been separated for over two days.
1539620	1542620	Spirits are buoyed with bottles full of rain water,
1542620	1546100	but the expedition party are going round in circles,
1546100	1547940	trying to return to camp
1547940	1549940	to rescue the women waiting.
1551940	1553940	We want to stay in a straight line.
1553940	1555940	Nobody's disagreeing with you.
1555940	1557940	We will have to make little diversions.
1557940	1559940	No, that way.
1559940	1562940	Mum of two, Kate, remains desperately homesick,
1562940	1564940	missing her family.
1564940	1566940	Just doing my head in.
1566940	1569940	Because I'm not doing another night in this jungle like this.
1569940	1571940	That will be it for me, and I've made that decision.
1571940	1573940	If we don't make it back... You feel that strongly about it now?
1573940	1575940	Yep, and I know the people who matter to me the most
1575940	1578940	won't care if I come home early, to be honest.
1578940	1580940	Kate, calm down. We're going the right direction.
1580940	1582940	It might not be... I'm not talking to you.
1582940	1584940	..like a path. I'm talking to George.
1584940	1587940	I know. Fucking attitude and a half, you do.
1589940	1591940	And you can kiss my fucking arse.
1593940	1596940	If these women are going to survive, they've got to learn quickly
1596940	1598940	how to work together as a team.
1599940	1602940	Pulling together is paramount in times of crisis,
1602940	1604940	and the truth is we always survive better
1604940	1605940	when we're together.
1605940	1608940	When we cooperate and when we don't fight.
1608940	1611940	Um, there's only... Please, no negativity.
1611940	1613940	We just need to keep on this positively.
1613940	1616940	I know you've got a really bad attitude, Kate.
1616940	1618940	I haven't. I'm just fed up.
1618940	1621940	You're speaking to everyone with a really bad tone,
1621940	1624940	so can everybody please stop arguing?
1624940	1626940	Because it's really not helping.
1626940	1628940	But maybe we should just, for the next ten minutes,
1628940	1630940	all of us just say completely nothing
1630940	1632940	and just concentrate on walking and following Fee.
1636940	1638940	No, that way.
1638940	1640940	Guys, I think we need to go that way.
1640940	1642940	Hold on, hold on, hold on, hold on.
1642940	1644940	Silence.
1644940	1647940	I'm asking a few group of women to keep silent.
1647940	1649940	We lasted literally ten...
1649940	1652940	Everyone, good idea. Ten seconds.
1657940	1661940	At camp, the group have spent over two days with no food,
1661940	1664940	drinking just small amounts of rainwater,
1664940	1667940	waiting for the expedition party to return.
1667940	1671940	And damp conditions have brought out the jungle critters.
1671940	1674940	Like, right now, all my arse is proper itchy.
1674940	1678940	It's only got a few bites, but above it, my face, my hands...
1678940	1680940	Shiaz, we've just looked at her arse.
1680940	1682940	Oh, yeah, we have just looked at her bum.
1683940	1686940	The rain last night was ridiculous.
1686940	1688940	Like, I was just...
1688940	1691940	I'm so ill that I just need to sleep.
1691940	1693940	Like, my throat, I can't swallow.
1693940	1695940	I don't know how to do this.
1695940	1699940	I want to show everyone I can do this, but it's really hard.
1701940	1704940	Whenever I have a problem, my parents always help me out.
1704940	1707940	Right now, my dad pays for everything that I want.
1707940	1710940	My boyfriend looks after me, especially on nights out.
1710940	1713940	They see me as their baby that they still need to protect.
1713940	1717940	I don't do anything by myself, and I want to be more independent.
1717940	1719940	I want to do something for myself
1719940	1722940	and just be able to be like, yes, I did that.
1723940	1728940	The worst part is I'm starting to think that my parents were right.
1728940	1730940	I shouldn't have done this.
1734940	1737940	Back in the jungle, Forrester's daughter, Fi,
1737940	1740940	has taken over leadership of the trek back to camp.
1740940	1744940	But it's only taken half an hour for the mood to disintegrate.
1744940	1747940	We really strongly think we need to go right here.
1747940	1749940	I've got to say, I do agree.
1749940	1750940	Oh, brilliant.
1750940	1751940	We have been travelling in the past,
1751940	1754940	we have been travelling in this direction.
1754940	1755940	No, we haven't.
1755940	1757940	We've been travelling in that direction.
1757940	1758940	No.
1758940	1759940	Yeah.
1759940	1760940	No.
1760940	1763940	Why is it you're so adamant you're right all the time?
1763940	1764940	Just hold on.
1764940	1766940	I'm not adamant I'm right all the time.
1766940	1769940	Yes, you are, because you're dismissing everybody else.
1769940	1770940	Listen, I understand.
1770940	1771940	Fi will not listen.
1771940	1774940	Jeez, I live in the woods, so I always circumnavigate woods.
1774940	1775940	Well done.
1775940	1779940	But we spent the night last night in a place that we had just left.
1779940	1780940	You never noticed... That was my fault.
1780940	1781940	..that we'd double back on us.
1781940	1782940	That was my fault.
1782940	1783940	We never noticed we'd double back.
1783940	1784940	Because she wasn't in charge.
1784940	1788940	It's often when stress levels are high that all the social graces fall away,
1788940	1790940	and it's also when tempers fray.
1790940	1794940	They've got to learn quickly how to communicate better as a team.
1794940	1799940	At this point, their survival and that of the women at camp depends on it.
1799940	1801940	We have to spend another night in this jungle like this.
1801940	1802940	I'm out of here.
1802940	1804940	You need to listen to people.
1804940	1805940	You don't listen to anybody.
1805940	1809940	I do think that you really don't listen to anybody.
1809940	1812940	And this is actually... Is this life or death?
1812940	1816940	I'm just so tempted to tell you to take the lead and do it.
1816940	1821940	Yeah, cos then if I leave, it's my own fault, because I'd have got us lost.
1821940	1822940	And give up.
1822940	1824940	OK, I have the machete.
1828940	1830940	Oh, my God! What?
1830940	1833940	Help! Becky!
1833940	1834940	Becky!
1834940	1837940	I'm coming!
1837940	1838940	Call the medics!
1839940	1840940	She's gone!
1840940	1842940	Bran! Bran's fainted!
1842940	1845940	Radio in, medic, now!
1845940	1847940	She's absolutely fucking boiling.
1847940	1848940	Oh, my God!
1848940	1851940	With Belinda, the only doctor amongst her 13 women,
1851940	1853940	lost with the expedition party,
1853940	1858940	the group at camp must radio for a safety response team to intervene.
1858940	1860940	Doctor Bravo, do you copy?
1860940	1861940	We see you missing, girl.
1861940	1863940	Bran, passed out.
1863940	1867940	They are on standby on a nearby island in case of emergency.
1867940	1868940	Erm...
1868940	1870940	She's boiling. I need to get some air to her.
1870940	1871940	Oh, my God!
1871940	1873940	This is way fucking beyond any fucking joke.
1873940	1875940	Everyone needs off here, I swear to God.
1875940	1878940	It's not a programme. It's fucking ridiculous.
1878940	1881940	Having gone to the rocks for air,
1881940	1884940	after five days with barely any food or water,
1884940	1887940	Fran has taken a serious turn for the worse.
1891940	1894940	The safety response team arrive.
1894940	1896940	Hello, Fran.
1896940	1901940	We're just dealing with a flat, squirrely cause at that location.
1901940	1903940	I think the problem is with Fran.
1903940	1904940	I think she's not a moaner.
1904940	1906940	I think she's been far iller than we knew.
1911940	1913940	We're going to put her on a stretcher,
1913940	1915940	we're going to take her on our boat,
1915940	1917940	and then we're going to do proper assessment
1917940	1919940	and see what needs to happen from there.
1922940	1924940	With the group at camp a member down
